cp,u,r,f_A,f_B,abs_dr_du
1.53333333,0.03750000,0.86920242,0.85710301,0.81036633,0.35297560
1.60000000,0.03750000,0.85745644,0.84437093,0.79399561,0.34820566
1.66666667,0.03750000,0.84602369,0.83199511,0.77816875,0.34356292
1.73333333,0.03750000,0.83489180,0.81996103,0.76286079,0.33904235
1.80000000,0.03750000,0.82404905,0.80825494,0.74804822,0.33463921
1.86666667,0.03750000,0.81348432,0.79686381,0.73370888,0.33034896
1.93333333,0.03750000,0.80318705,0.78577529,0.71982188,0.32616733
2.00000000,0.03750000,0.79314721,0.77497765,0.70636748,0.32209024
2.06666667,0.03750000,0.78335527,0.76445979,0.69332706,0.31811381
2.13333333,0.03750000,0.77380215,0.75421111,0.68068300,0.31423438
2.20000000,0.03750000,0.76447924,0.74422159,0.66841862,0.31044842
2.26666667,0.03750000,0.75537829,0.73448165,0.65651817,0.30675261
2.33333333,0.03750000,0.74649149,0.72498221,0.64496670,0.30314375
2.40000000,0.03750000,0.73781136,0.71571459,0.63375005,0.29961882
2.46666667,0.03750000,0.72933077,0.70667054,0.62285478,0.29617493
2.53333333,0.03750000,0.72104292,0.69784220,0.61226816,0.29280931
2.60000000,0.03750000,0.71294131,0.68922204,0.60197807,0.28951931
2.66666667,0.03750000,0.70501974,0.68080291,0.59197302,0.28630243
2.73333333,0.03750000,0.69727227,0.67257796,0.58224208,0.28315625
2.80000000,0.03750000,0.68969322,0.66454066,0.57277485,0.28007847
2.86666667,0.03750000,0.68227717,0.65668474,0.56356142,0.27706687
2.93333333,0.03750000,0.67501890,0.64900423,0.55459238,0.27411935
3.00000000,0.03750000,0.66791344,0.64149341,0.54585874,0.27123388
3.06666667,0.03750000,0.66095601,0.63414681,0.53735195,0.26840853
3.13333333,0.03750000,0.65414203,0.62695917,0.52906384,0.26564143
3.20000000,0.03750000,0.64746711,0.61992547,0.52098662,0.26293081
3.26666667,0.03750000,0.64092704,0.61304090,0.51311285,0.26027494
3.33333333,0.03750000,0.63451777,0.60630083,0.50543543,0.25767219
3.40000000,0.03750000,0.62823541,0.59970084,0.49794757,0.25512098
3.46666667,0.03750000,0.62207624,0.59323665,0.49064279,0.25261979
3.53333333,0.03750000,0.61603667,0.58690420,0.48351488,0.25016717
3.60000000,0.03750000,0.61011324,0.58069955,0.47655790,0.24776172
3.66666667,0.03750000,0.60430263,0.57461894,0.46976616,0.24540209
3.73333333,0.03750000,0.59860167,0.56865873,0.46313423,0.24308697
3.80000000,0.03750000,0.59300726,0.56281545,0.45665689,0.24081513
3.86666667,0.03750000,0.58751645,0.55708573,0.45032914,0.23858536
3.93333333,0.03750000,0.58212639,0.55146635,0.44414618,0.23639650
4.00000000,0.03750000,0.57683433,0.54595420,0.43810343,0.23424744
4.06666667,0.03750000,0.57163763,0.54054629,0.43219647,0.23213711
4.13333333,0.03750000,0.56653372,0.53523973,0.42642106,0.23006445
4.20000000,0.03750000,0.56152015,0.53003174,0.42077315,0.22802849
4.26666667,0.03750000,0.55659453,0.52491965,0.41524882,0.22602824
4.33333333,0.03750000,0.55175458,0.51990087,0.40984432,0.22406277
4.40000000,0.03750000,0.54699807,0.51497290,0.40455605,0.22213120
4.46666667,0.03750000,0.54232288,0.51013335,0.39938053,0.22023264
4.53333333,0.03750000,0.53772692,0.50537989,0.39431443,0.21836626
4.60000000,0.03750000,0.53320821,0.50071028,0.38935454,0.21653125
4.66666667,0.03750000,0.52876481,0.49612235,0.38449776,0.21472682
4.73333333,0.03750000,0.52439485,0.49161402,0.37974112,0.21295222
4.80000000,0.03750000,0.52009653,0.48718325,0.37508175,0.21120671
4.86666667,0.03750000,0.51586810,0.48282811,0.37051689,0.20948958
4.93333333,0.03750000,0.51170788,0.47854668,0.36604388,0.20780015
5.00000000,0.03750000,0.50761421,0.47433716,0.36166015,0.20613775
5.06666667,0.03750000,0.50358553,0.47019777,0.35736323,0.20450174
5.13333333,0.03750000,0.49962029,0.46612680,0.35315072,0.20289149
5.20000000,0.03750000,0.49571701,0.46212259,0.34902033,0.20130640
5.26666667,0.03750000,0.49187424,0.45818354,0.34496983,0.19974588
5.33333333,0.03750000,0.48809059,0.45430810,0.34099707,0.19820938
5.40000000,0.03750000,0.48436471,0.45049476,0.33709999,0.19669633
5.46666667,0.03750000,0.48069528,0.44674206,0.33327657,0.19520620
5.53333333,0.03750000,0.47708103,0.44304859,0.32952489,0.19373849
5.60000000,0.03750000,0.47352072,0.43941299,0.32584307,0.19229268
5.66666667,0.03750000,0.47001316,0.43583391,0.32222930,0.19086829
5.73333333,0.03750000,0.46655718,0.43231008,0.31868184,0.18946485
5.80000000,0.03750000,0.46315165,0.42884025,0.31519900,0.18808189
5.86666667,0.03750000,0.45979548,0.42542320,0.31177914,0.18671898
5.93333333,0.03750000,0.45648760,0.42205776,0.30842067,0.18537568
6.00000000,0.03750000,0.45322698,0.41874277,0.30512207,0.18405156
6.06666667,0.03750000,0.45001260,0.41547715,0.30188186,0.18274623
6.13333333,0.03750000,0.44684350,0.41225980,0.29869858,0.18145929
6.20000000,0.03750000,0.44371872,0.40908968,0.29557087,0.18019034
6.26666667,0.03750000,0.44063734,0.40596578,0.29249735,0.17893902
6.33333333,0.03750000,0.43759846,0.40288710,0.28947674,0.17770496
6.40000000,0.03750000,0.43460121,0.39985269,0.28650776,0.17648780
6.46666667,0.03750000,0.43164474,0.39686162,0.28358919,0.17528720
6.53333333,0.03750000,0.42872822,0.39391297,0.28071984,0.17410283
6.60000000,0.03750000,0.42585085,0.39100586,0.27789855,0.17293436
6.66666667,0.03750000,0.42301184,0.38813945,0.27512420,0.17178146
6.73333333,0.03750000,0.42021044,0.38531288,0.27239571,0.17064383
6.80000000,0.03750000,0.41744590,0.38252535,0.26971202,0.16952118
6.86666667,0.03750000,0.41471749,0.37977607,0.26707211,0.16841320
6.93333333,0.03750000,0.41202452,0.37706426,0.26447498,0.16731960
7.00000000,0.03750000,0.40936630,0.37438919,0.26191968,0.16624012
7.06666667,0.03750000,0.40674216,0.37175011,0.25940526,0.16517448
7.13333333,0.03750000,0.40415144,0.36914632,0.25693082,0.16412241
7.20000000,0.03750000,0.40159352,0.36657713,0.25449547,0.16308366
7.26666667,0.03750000,0.39906778,0.36404186,0.25209834,0.16205798
7.33333333,0.03750000,0.39657360,0.36153986,0.24973862,0.16104512
7.40000000,0.03750000,0.39411041,0.35907048,0.24741548,0.16004484
7.46666667,0.03750000,0.39167763,0.35663310,0.24512813,0.15905691
7.53333333,0.03750000,0.38927470,0.35422711,0.24287582,0.15808110
7.60000000,0.03750000,0.38690108,0.35185193,0.24065778,0.15711719
7.66666667,0.03750000,0.38455622,0.34950696,0.23847330,0.15616496
7.73333333,0.03750000,0.38223962,0.34719165,0.23632167,0.15522421
7.80000000,0.03750000,0.37995076,0.34490544,0.23420220,0.15429472
7.86666667,0.03750000,0.37768915,0.34264781,0.23211423,0.15337630
7.93333333,0.03750000,0.37545430,0.34041822,0.23005709,0.15246875
8.00000000,0.03750000,0.37324574,0.33821616,0.22803016,0.15157188
0.00000000,0.05000000,1.27551020,1.00000000,1.00000000,0.52061641
0.06666667,0.05000000,1.25050020,1.00000000,1.00000000,0.51040824
0.13333333,0.05000000,1.22645212,1.00000000,1.00000000,0.50059270
0.20000000,0.05000000,1.20331151,1.00000000,1.00000000,0.49114756
0.26666667,0.05000000,1.18102797,1.00000000,1.00000000,0.48205223
0.33333333,0.05000000,1.15955473,1.00000000,1.00000000,0.47328765
0.40000000,0.05000000,1.13884840,1.00000000,1.00000000,0.46483608
0.46666667,0.05000000,1.11886860,1.00000000,1.00000000,0.45668106
0.53333333,0.05000000,1.09957776,1.00000000,1.00000000,0.44880725
0.60000000,0.05000000,1.08094085,1.00000000,1.00000000,0.44120035
0.66666667,0.05000000,1.06292517,1.00000000,1.00000000,0.43384701
0.73333333,0.05000000,1.04550017,1.00000000,1.00000000,0.42673476
0.80000000,0.05000000,1.02863726,1.00000000,1.00000000,0.41985194
0.86666667,0.05000000,1.01230969,1.00000000,1.00000000,0.41318763
0.93333333,0.05000000,0.99649235,0.99614226,0.99474314,0.40673157
1.00000000,0.05000000,0.98116170,0.97929749,0.97187604,0.40047416
1.06666667,0.05000000,0.96629561,0.96298829,0.94987183,0.39440637
1.13333333,0.05000000,0.95187329,0.94718989,0.92868559,0.38851971
1.20000000,0.05000000,0.93787515,0.93187901,0.90827538,0.38280618
1.26666667,0.05000000,0.92428276,0.91703378,0.88860198,0.37725827
1.33333333,0.05000000,0.91107872,0.90263359,0.86962868,0.37186886
1.40000000,0.05000000,0.89824662,0.88865902,0.85132108,0.36663127
1.46666667,0.05000000,0.88577098,0.87509175,0.83364695,0.36153917
1.53333333,0.05000000,0.87363713,0.86191451,0.81657602,0.35658658
1.60000000,0.05000000,0.86183122,0.84911096,0.80007985,0.35176784
1.66666667,0.05000000,0.85034014,0.83666566,0.78413171,0.34707761
1.73333333,0.05000000,0.83915145,0.82456403,0.76870645,0.34251080
1.80000000,0.05000000,0.82825338,0.81279222,0.75378037,0.33806260
1.86666667,0.05000000,0.81763475,0.80133714,0.73933116,0.33372847
1.93333333,0.05000000,0.80728494,0.79018637,0.72533774,0.32950406
2.00000000,0.05000000,0.79719388,0.77932813,0.71178025,0.32538526
2.06666667,0.05000000,0.78735198,0.76875121,0.69863990,0.32136815
2.13333333,0.05000000,0.77775012,0.75844501,0.68589894,0.31744903
2.20000000,0.05000000,0.76837964,0.74839941,0.67354059,0.31362434
2.26666667,0.05000000,0.75923226,0.73860479,0.66154895,0.30989072
2.33333333,0.05000000,0.75030012,0.72905202,0.64990896,0.30624495
2.40000000,0.05000000,0.74157570,0.71973238,0.63860635,0.30268396
2.46666667,0.05000000,0.73305184,0.71063756,0.62762760,0.29920483
2.53333333,0.05000000,0.72472171,0.70175965,0.61695985,0.29580478
2.60000000,0.05000000,0.71657877,0.69309111,0.60659092,0.29248113
2.66666667,0.05000000,0.70861678,0.68462472,0.59650920,0.28923134
2.73333333,0.05000000,0.70082978,0.67635360,0.58670370,0.28605297
2.80000000,0.05000000,0.69321207,0.66827117,0.57716392,0.28294370
2.86666667,0.05000000,0.68575817,0.66037115,0.56787989,0.27990130
2.93333333,0.05000000,0.67846287,0.65264753,0.55884212,0.27692362
3.00000000,0.05000000,0.67132116,0.64509455,0.55004156,0.27400864
3.06666667,0.05000000,0.66432823,0.63770670,0.54146958,0.27115438
3.13333333,0.05000000,0.65747949,0.63047871,0.53311796,0.26835897
3.20000000,0.05000000,0.65077051,0.62340553,0.52497884,0.26562062
3.26666667,0.05000000,0.64419707,0.61648231,0.51704474,0.26293758
3.33333333,0.05000000,0.63775510,0.60970441,0.50930849,0.26030820
3.40000000,0.05000000,0.63144070,0.60306736,0.50176325,0.25773090
3.46666667,0.05000000,0.62525010,0.59656689,0.49440250,0.25520412
3.53333333,0.05000000,0.61917971,0.59019889,0.48721996,0.25272641
3.60000000,0.05000000,0.61322606,0.58395941,0.48020967,0.25029635
3.66666667,0.05000000,0.60738581,0.57784466,0.47336589,0.24791258
3.73333333,0.05000000,0.60165576,0.57185100,0.46668314,0.24557378
3.80000000,0.05000000,0.59603281,0.56597491,0.46015617,0.24327870
3.86666667,0.05000000,0.59051398,0.56021303,0.45377993,0.24102612
3.93333333,0.05000000,0.58509642,0.55456210,0.44754959,0.23881487
4.00000000,0.05000000,0.57977737,0.54901901,0.44146053,0.23664382
4.06666667,0.05000000,0.57455415,0.54358074,0.43550831,0.23451190
4.13333333,0.05000000,0.56942420,0.53824439,0.42968865,0.23241804
4.20000000,0.05000000,0.56438505,0.53300717,0.42399745,0.23036124
4.26666667,0.05000000,0.55943430,0.52786638,0.41843079,0.22834053
4.33333333,0.05000000,0.55456965,0.52281942,0.41298488,0.22635496
4.40000000,0.05000000,0.54978888,0.51786379,0.40765608,0.22440362
4.46666667,0.05000000,0.54508983,0.51299707,0.40244091,0.22248565
4.53333333,0.05000000,0.54047043,0.50821693,0.39733599,0.22060017
4.60000000,0.05000000,0.53592866,0.50352110,0.39233809,0.21874639
4.66666667,0.05000000,0.53146259,0.49890742,0.38744409,0.21692350
4.73333333,0.05000000,0.52707033,0.49437378,0.38265100,0.21513075
4.80000000,0.05000000,0.52275008,0.48991814,0.37795593,0.21336738
4.86666667,0.05000000,0.51850008,0.48553855,0.37335609,0.21163269
4.93333333,0.05000000,0.51431863,0.48123309,0.36884881,0.20992597
5.00000000,0.05000000,0.51020408,0.47699994,0.36443149,0.20824656
5.06666667,0.05000000,0.50615484,0.47283731,0.36010164,0.20659381
5.13333333,0.05000000,0.50216937,0.46874348,0.35585685,0.20496709
5.20000000,0.05000000,0.49824617,0.46471680,0.35169481,0.20336579
5.26666667,0.05000000,0.49438380,0.46075563,0.34761327,0.20178931
5.33333333,0.05000000,0.49058085,0.45685844,0.34361007,0.20023708
5.40000000,0.05000000,0.48683596,0.45302369,0.33968312,0.19870855
5.46666667,0.05000000,0.48314780,0.44924992,0.33583041,0.19720319
5.53333333,0.05000000,0.47951511,0.44553572,0.33204997,0.19572045
5.60000000,0.05000000,0.47593664,0.44187971,0.32833994,0.19425985
5.66666667,0.05000000,0.47241119,0.43828054,0.32469848,0.19282089
5.73333333,0.05000000,0.46893758,0.43473693,0.32112384,0.19140309
5.80000000,0.05000000,0.46551467,0.43124762,0.31761431,0.19000599
5.86666667,0.05000000,0.46214138,0.42781139,0.31416824,0.18862913
5.93333333,0.05000000,0.45881662,0.42442705,0.31078404,0.18727209
6.00000000,0.05000000,0.45553936,0.42109346,0.30746017,0.18593443
6.06666667,0.05000000,0.45230858,0.41780950,0.30419512,0.18461575
6.13333333,0.05000000,0.44912331,0.41457409,0.30098746,0.18331564
6.20000000,0.05000000,0.44598259,0.41138618,0.29783577,0.18203371
6.26666667,0.05000000,0.44288549,0.40824474,0.29473871,0.18076959
6.33333333,0.05000000,0.43983110,0.40514878,0.29169495,0.17952290
6.40000000,0.05000000,0.43681856,0.40209733,0.28870322,0.17829329
6.46666667,0.05000000,0.43384701,0.39908947,0.28576229,0.17708041
6.53333333,0.05000000,0.43091561,0.39612427,0.28287094,0.17588392
6.60000000,0.05000000,0.42802356,0.39320084,0.28002803,0.17470349
6.66666667,0.05000000,0.42517007,0.39031833,0.27723243,0.17353880
6.73333333,0.05000000,0.42235437,0.38747590,0.27448303,0.17238954
6.80000000,0.05000000,0.41957573,0.38467272,0.27177877,0.17125540
6.86666667,0.05000000,0.41683340,0.38190801,0.26911863,0.17013608
6.93333333,0.05000000,0.41412669,0.37918098,0.26650161,0.16903130
7.00000000,0.05000000,0.41145490,0.37649089,0.26392672,0.16794078
7.06666667,0.05000000,0.40881737,0.37383700,0.26139304,0.16686423
7.13333333,0.05000000,0.40621344,0.37121859,0.25889963,0.16580140
7.20000000,0.05000000,0.40364247,0.36863498,0.25644562,0.16475203
7.26666667,0.05000000,0.40110384,0.36608548,0.25403013,0.16371585
7.33333333,0.05000000,0.39859694,0.36356943,0.25165232,0.16269263
7.40000000,0.05000000,0.39612118,0.36108618,0.24931138,0.16168211
7.46666667,0.05000000,0.39367599,0.35863512,0.24700650,0.16068408
7.53333333,0.05000000,0.39126080,0.35621563,0.24473693,0.15969829
7.60000000,0.05000000,0.38887506,0.35382711,0.24250190,0.15872452
7.66666667,0.05000000,0.38651824,0.35146898,0.24030068,0.15776255
7.73333333,0.05000000,0.38418982,0.34914067,0.23813256,0.15681217
7.80000000,0.05000000,0.38188928,0.34684163,0.23599685,0.15587318
7.86666667,0.05000000,0.37961613,0.34457132,0.23389287,0.15494536
7.93333333,0.05000000,0.37736988,0.34232921,0.23181998,0.15402852
8.00000000,0.05000000,0.37515006,0.34011479,0.22977752,0.15312247
0.00000000,0.06250000,1.28205128,1.00000000,1.00000000,0.52596976
0.06666667,0.06250000,1.25691302,1.00000000,1.00000000,0.51565662
0.13333333,0.06250000,1.23274162,1.00000000,1.00000000,0.50574015
0.20000000,0.06250000,1.20948234,1.00000000,1.00000000,0.49619788
0.26666667,0.06250000,1.18708452,1.00000000,1.00000000,0.48700903
0.33333333,0.06250000,1.16550117,1.00000000,1.00000000,0.47815432
0.40000000,0.06250000,1.14468864,1.00000000,1.00000000,0.46961585
0.46666667,0.06250000,1.12460639,1.00000000,1.00000000,0.46137698
0.53333333,0.06250000,1.10521662,1.00000000,1.00000000,0.45342220
0.60000000,0.06250000,1.08648414,1.00000000,1.00000000,0.44573708
0.66666667,0.06250000,1.06837607,1.00000000,1.00000000,0.43830813
0.73333333,0.06250000,1.05086171,1.00000000,1.00000000,0.43112275
0.80000000,0.06250000,1.03391232,1.00000000,1.00000000,0.42416916
0.86666667,0.06250000,1.01750102,1.00000000,1.00000000,0.41743631
0.93333333,0.06250000,1.00160256,1.00000000,1.00000000,0.41091387
1.00000000,0.06250000,0.98619329,0.98482315,0.97936159,0.40459212
1.06666667,0.06250000,0.97125097,0.96842192,0.95718790,0.39846194
1.13333333,0.06250000,0.95675469,0.95253438,0.93583848,0.39251474
1.20000000,0.06250000,0.94268477,0.93713711,0.91527107,0.38674247
1.26666667,0.06250000,0.92902267,0.92220812,0.89544614,0.38113750
1.33333333,0.06250000,0.91575092,0.90772667,0.87632670,0.37569268
1.40000000,0.06250000,0.90285302,0.89367325,0.85787810,0.37040124
1.46666667,0.06250000,0.89031339,0.88002943,0.84006784,0.36525678
1.53333333,0.06250000,0.87811732,0.86677783,0.82286542,0.36025326
1.60000000,0.06250000,0.86625087,0.85390204,0.80624219,0.35538497
1.66666667,0.06250000,0.85470085,0.84138652,0.79017122,0.35064650
1.73333333,0.06250000,0.84345479,0.82921661,0.77462715,0.34603273
1.80000000,0.06250000,0.83250083,0.81737838,0.75958611,0.34153880
1.86666667,0.06250000,0.82182774,0.80585866,0.74502560,0.33716010
1.93333333,0.06250000,0.81142486,0.79464497,0.73092441,0.33289225
2.00000000,0.06250000,0.80128205,0.78372546,0.71726249,0.32873110
2.06666667,0.06250000,0.79138968,0.77308887,0.70402094,0.32467269
2.13333333,0.06250000,0.78173859,0.76272451,0.69118185,0.32071327
2.20000000,0.06250000,0.77232005,0.75262223,0.67872831,0.31684925
2.26666667,0.06250000,0.76312576,0.74277235,0.66664430,0.31307724
2.33333333,0.06250000,0.75414781,0.73316567,0.65491466,0.30939397
2.40000000,0.06250000,0.74537865,0.72379344,0.64352500,0.30579637
2.46666667,0.06250000,0.73681108,0.71464731,0.63246169,0.30228147
2.53333333,0.06250000,0.72843823,0.70571931,0.62171178,0.29884645
2.60000000,0.06250000,0.72025353,0.69700186,0.61126298,0.29548863
2.66666667,0.06250000,0.71225071,0.68848769,0.60110361,0.29220542
2.73333333,0.06250000,0.70442378,0.68016990,0.59122258,0.28899437
2.80000000,0.06250000,0.69676700,0.67204187,0.58160933,0.28585313
2.86666667,0.06250000,0.68927488,0.66409728,0.57225379,0.28277944
2.93333333,0.06250000,0.68194217,0.65633007,0.56314641,0.27977115
3.00000000,0.06250000,0.67476383,0.64873447,0.55427807,0.27682619
3.06666667,0.06250000,0.66773504,0.64130494,0.54564007,0.27394258
3.13333333,0.06250000,0.66085118,0.63403617,0.53722412,0.27111843
3.20000000,0.06250000,0.65410780,0.62692308,0.52902231,0.26835192
3.26666667,0.06250000,0.64750065,0.61996080,0.52102710,0.26564129
3.33333333,0.06250000,0.64102564,0.61314465,0.51323126,0.26298488
3.40000000,0.06250000,0.63467885,0.60647015,0.50562791,0.26038107
3.46666667,0.06250000,0.62845651,0.59993300,0.49821046,0.25782831
3.53333333,0.06250000,0.62235499,0.59352907,0.49097261,0.25532512
3.60000000,0.06250000,0.61637081,0.58725439,0.48390832,0.25287008
3.66666667,0.06250000,0.61050061,0.58110513,0.47701183,0.25046179
3.73333333,0.06250000,0.60474117,0.57507765,0.47027761,0.24809894
3.80000000,0.06250000,0.59908938,0.56916841,0.46370036,0.24578026
3.86666667,0.06250000,0.59354226,0.56337401,0.45727501,0.24350452
3.93333333,0.06250000,0.58809692,0.55769120,0.45099669,0.24127053
4.00000000,0.06250000,0.58275058,0.55211683,0.44486073,0.23907716
4.06666667,0.06250000,0.57750058,0.54664788,0.43886266,0.23692331
4.13333333,0.06250000,0.57234432,0.54128142,0.43299818,0.23480793
4.20000000,0.06250000,0.56727933,0.53601464,0.42726315,0.23272998
4.26666667,0.06250000,0.56230319,0.53084485,0.42165361,0.23068849
4.33333333,0.06250000,0.55741360,0.52576941,0.41616576,0.22868250
4.40000000,0.06250000,0.55260831,0.52078582,0.41079592,0.22671110
4.46666667,0.06250000,0.54788516,0.51589164,0.40554057,0.22477340
4.53333333,0.06250000,0.54324207,0.51108453,0.40039633,0.22286854
4.60000000,0.06250000,0.53867701,0.50636221,0.39535994,0.22099570
4.66666667,0.06250000,0.53418803,0.50172249,0.39042825,0.21915407
4.73333333,0.06250000,0.52977326,0.49716327,0.38559824,0.21734287
4.80000000,0.06250000,0.52543085,0.49268249,0.38086701,0.21556138
4.86666667,0.06250000,0.52115906,0.48827818,0.37623174,0.21380884
4.93333333,0.06250000,0.51695616,0.48394843,0.37168974,0.21208458
5.00000000,0.06250000,0.51282051,0.47969139,0.36723840,0.21038790
5.06666667,0.06250000,0.50875051,0.47550528,0.36287520,0.20871816
